S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
306,(W) Indraprastha College For Women,B.A Program (Computer Applications + Mathematics),1,0,0,1,1,0,0
307,(W) Indraprastha College For Women,B.A Program (Economics + Mathematics),0,1,0,0,0,0,1
308,(W) Indraprastha College For Women,B.A Program (Economics + Political Science),0,0,0,0,0,0,0
309,(W) Indraprastha College For Women,B.A Program (History + Philosophy),0,0,0,0,0,0,1
310,(W) Indraprastha College For Women,B.A Program (History + Political Science),0,0,0,0,0,0,1
311,(W) Indraprastha College For Women,B.A Program (Human Development And Family Empowerment (Hdfe) + Psychology),0,0,0,0,0,0,1
312,(W) Indraprastha College For Women,B.A Program (Computer Applications + Economics),0,0,0,1,0,0,1
313,(W) Indraprastha College For Women,B.A Program (Sanskrit + History),0,0,0,0,0,0,1
314,(W) Indraprastha College For Women,B.A Program (Philosophy + Psychology),0,0,0,0,0,0,0
315,(W) Indraprastha College For Women,B.A Program (Sanskrit + Political Science),0,0,1,0,0,0,1
316,(W) Indraprastha College For Women,B.A Program (Human Development And Family Empowerment (Hdfe) + Philosophy),1,0,0,0,0,0,1
317,(W) Indraprastha College For Women,B.A Program (Human Development And Family Empowerment (Hdfe) + Hindi),0,0,1,0,1,0,1
318,(W) Indraprastha College For Women,B.A Program (Commerce + Economics),0,0,0,0,1,0,1
319,(W) Indraprastha College For Women,B.A Program (Geography + English),0,0,0,0,0,0,1
320,(W) Indraprastha College For Women,B.A Program (Hindi + Geography),0,0,0,1,0,0,0
321,(W) Indraprastha College For Women,B.A Program (Geography + History),0,0,0,0,0,0,0
322,(W) Indraprastha College For Women,B.A Program (Geography + Political Science),0,0,0,0,0,0,0
323,(W) Indraprastha College For Women,B.A Program (Sanskrit + Geography),0,0,1,0,0,0,0
324,(W) Indraprastha College For Women,B.A Program (Human Development And Family Empowerment (Hdfe) + Sociology),0,0,0,0,0,0,0
325,(W) Indraprastha College For Women,B.A Program (History + Sociology),1,0,0,0,0,0,0
326,(W) Indraprastha College For Women,B.A Program (Philosophy + Sociology),0,0,0,0,0,0,0
327,(W) Indraprastha College For Women,B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
328,(W) Indraprastha College For Women,B.A Program (Commerce + Mathematics),0,0,1,1,0,0,1
329,(W) Indraprastha College For Women,B.A Program (English + Human Development And Family Empowerment (Hdfe)),0,0,0,0,0,0,0
330,(W) Indraprastha College For Women,B.A Program (Hindi + Psychology),0,0,0,1,0,0,0
331,(W) Indraprastha College For Women,B.A Program (Commerce + Psychology),0,0,0,0,0,0,0
332,(W),B.A Program (Commerce + Computer Applications),0,0,0,1,1,0,1
333,Institute Of Home Economics (W),B.Sc (Pass) Home Science,45,51,23,18,23,0,14
334,Institute Of Home Economics (W),B.Sc (Hons.) Home Science,25,21,12,2,9,0,6
335,Institute Of Home Economics (W),B.Sc (Hons.) Microbiology,0,0,2,0,0,0,2
336,Institute Of Home Economics (W),B.Sc (Hons.) Bio-Chemistry,0,2,0,1,0,0,2
337,Institute Of Home Economics (W),B.A. (Hons.) Journalism,4,3,1,0,0,0,3
338,Institute Of Home Economics (W),B.Sc (Hons.) Food Technology,4,0,1,0,1,0,2
339,Institute Of Home Economics (W),Bachelor Of Elementary Education (B.El.Ed.),0,1,0,4,1,0,3
340,Janki Devi Memorial College (W),B.Com,0,0,0,8,0,0,6
341,Janki Devi Memorial College (W),B.Com (Hons.),8,2,0,12,0,0,9
342,Janki Devi Memorial College (W),B.A. (Hons.) Economics,2,3,2,5,0,0,3
343,Janki Devi Memorial College (W),B.A. (Hons.) English,4,1,0,2,1,0,3
344,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,5,14,8,4,6,0,3
345,Janki Devi Memorial College (W),B.A. (Hons.) History,1,7,1,3,5,0,5
346,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,11,18,9,9,4,0,6
347,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,1,7,2,3,2,0,2
348,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,0,1,0,0,3,0,6
349,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,12,10,6,3,4,0,2
350,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,5,2,1,3,1,0,3
351,Jesus & Mary College (W),B.A. (Hons.) English,1,0,0,0,0,0,4
352,Jesus & Mary College (W),B.A. (Hons.) Economics,0,0,0,0,0,0,2
353,Jesus & Mary College (W),B.A. (Hons.) Hindi,0,0,0,0,0,0,3
354,Jesus & Mary College (W),B.A. (Hons.) History,2,0,0,0,0,0,2
355,Jesus & Mary College (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
356,Jesus & Mary College (W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
357,Jesus & Mary College (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,3
358,Jesus & Mary College (W),B.Com,0,0,0,0,0,0,3
359,Jesus & Mary College (W),B.Com (Hons.),1,0,0,0,0,0,4
360,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,1,0,0,0,0,0,3
361,Jesus & Mary College (W),Bachelor Of Elementary Education (B.El.Ed.),1,0,0,0,0,0,3
362,Jesus & Mary College (W),B.Voc Retail Management And It,0,0,0,0,0,0,3
363,Jesus & Mary College (W),B.Voc Health Care Management,4,0,0,0,0,0,3
364,Kalindi College (W),B.Sc (Hons.) Botany,2,5,1,2,0,0,1
365,Kalindi College (W),B.Sc (Hons.) Zoology,1,2,0,1,1,0,2
366,Kalindi College (W),B.Com,4,2,0,8,1,0,5
367,Kalindi College (W),B.Com (Hons.),1,1,1,4,0,0,3
368,Kalindi College (W),B.A. (Hons.) Economics,3,3,4,6,5,0,4
369,Kalindi College (W),B.A. (Hons.) English,3,8,0,1,5,0,4
370,Kalindi College (W),B.A. (Hons.) Hindi,8,20,11,6,8,0,4
371,Kalindi College (W),B.A. (Hons.) History,2,2,1,4,6,0,4
372,Kalindi College (W),B.A. (Hons.) Journalism,2,2,1,1,2,0,3
373,Kalindi College (W),B.A. (Hons.) Political Science,3,3,0,3,6,0,8
374,Kalindi College (W),B.A. (Hons.) Sanskrit,25,21,12,6,8,0,4
375,Kalindi College (W),B.Sc (Prog.) Life Science,6,10,1,3,3,0,4
376,Kalindi College (W),B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,6,8,5,4,3,0,3
377,Kalindi College (W),B.Sc (Hons.) Computer Science,1,3,1,4,1,0,3
378,Kalindi College (W),B.Sc (Hons.) Mathematics,2,2,2,3,1,0,2
379,Kalindi College (W),B.Sc (Hons.) Physics,8,4,1,3,2,0,2
380,Kalindi College (W),B.A. (Hons.) Geography,1,1,0,0,0,0,3
381,Kalindi College (W),B.Sc (Hons.) Chemistry,7,5,3,3,2,0,2
382,Kamala Nehru College (W),B.Com,1,0,0,9,0,0,8
383,Kamala Nehru College (W),B.Com (Hons.),1,0,0,0,0,0,3
384,Kamala Nehru College (W),B.A. (Hons.) Journalism,1,1,0,0,0,0,1
385,Kamala Nehru College (W),B.A. (Hons.) English,2,0,0,0,1,0,3
386,Kamala Nehru College (W),B.A. (Hons.) Hindi,5,16,9,4,6,0,3
387,Kamala Nehru College (W),B.A. (Hons.) History,1,1,0,0,0,0,3
388,Kamala Nehru College (W),B.A. (Hons.) Economics,0,1,0,4,0,0,3
389,Kamala Nehru College (W),B.A. (Hons.) Political Science,2,3,0,0,0,0,6
390,Kamala Nehru College (W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
391,Kamala Nehru College (W),B.A. (Hons.) Psychology,1,0,0,0,0,0,0
392,Kamala Nehru College (W),B.A. (Hons.) Geography,0,0,0,0,0,0,3
393,Kamala Nehru College (W),B.Sc (Hons.) Mathematics,1,1,3,4,0,0,2
394,Kamala Nehru College (W),B.A. (Hons.) Sanskrit,5,10,6,3,4,0,2
395,Kamala Nehru College (W),B.A. (Hons.) Sociology,2,0,0,0,2,0,2
396,Keshav Mahavidyalaya,B.A. (Hons.) Psychology,0,0,0,0,0,0,0
397,Keshav Mahavidyalaya,B.Com (Hons.),1,1,0,9,0,0,9
398,Keshav Mahavidyalaya,B.Sc (Prog.) Mathematical Sciences,4,5,0,4,0,0,3
399,Keshav Mahavidyalaya,B.Sc (Hons.) Computer Science,4,5,0,1,0,0,5
400,Keshav Mahavidyalaya,B.Sc (Hons.) Electronics,5,5,3,3,2,0,2
401,Keshav Mahavidyalaya,B.Sc (Hons.) Mathematics,6,6,1,3,0,0,3
402,Keshav Mahavidyalaya,B.Sc (Hons.) Physics,8,4,2,2,2,0,2
403,Keshav Mahavidyalaya,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,5,6,0,4,0,0,3
404,Keshav Mahavidyalaya,Bachelor Of Management Studies (Bms),1,0,0,3,1,0,0
405,Kirori Mal College,B.A. (Hons.) Economics,0,0,0,0,0,0,0
406,Kirori Mal College,B.A. (Hons.) English,1,1,0,0,0,0,0
407,Kirori Mal College,B.A. (Hons.) Geography,1,0,0,0,0,0,0
408,Kirori Mal College,B.A. (Hons.) Hindi,0,0,0,1,1,0,0
409,Kirori Mal College,B.A. (Hons.) History,0,0,0,0,0,0,0
410,Kirori Mal College,B.A. (Hons.) Political Science,0,0,0,0,0,0,0
411,Kirori Mal College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
412,Kirori Mal College,B.A. (Hons.) Urdu,0,2,3,1,1,0,1
413,Kirori Mal College,B.Com (Hons.),0,0,0,0,0,0,0
414,Kirori Mal College,B.Com,0,1,0,0,0,0,0
415,Kirori Mal College,B.Sc Applied Physical Sciences With Analytical Methods In Chemistry & Biochemistry,1,0,1,1,0,0,2
416,Kirori Mal College,B.Sc (Hons.) Botany,2,0,1,0,1,0,1
417,Kirori Mal College,B.Sc (Hons.) Chemistry,1,1,0,3,1,0,5
418,Kirori Mal College,B.Sc (Prog.) Life Science,1,0,1,0,0,0,1
419,Kirori Mal College,B.Sc (Hons.) Mathematics,2,0,1,0,0,0,4
420,Kirori Mal College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,1,0,1,0,0,0,2
421,Kirori Mal College,B.Sc (Prog.) Physical Science With Chemistry,1,2,0,5,1,0,7
422,Kirori Mal College,B.Sc (Hons.) Physics,0,3,0,1,1,0,7
423,Kirori Mal College,B.Sc (Hons.) Statistics,2,0,0,0,0,0,1
424,Kirori Mal College,B.Sc (Hons.) Zoology,0,0,0,0,0,0,0
425,Lady Irwin College (W),B.Sc (Hons.) Home Science,5,7,5,9,10,0,6
426,Lady Irwin College (W),B.Sc (Pass) Home Science,30,32,9,12,21,0,13
427,Lady Irwin College (W) Lady Shri Ram College For Women,B.Sc (Hons.) Food Technology,1,1,0,0,0,0,0
428,(W) Lady Shri Ram College For Women,B.Com (Hons.),0,0,0,0,0,0,0
429,(W) Lady Shri Ram College For Women,B.A. (Hons.) Economics,0,0,0,0,0,0,2
430,(W) Lady Shri Ram College For Women,B.A. (Hons.) English,2,0,0,0,0,0,0
431,(W) Lady Shri Ram College For Women,B.A. (Hons.) Hindi,0,0,0,0,1,0,2
432,(W) Lady Shri Ram College For Women,B.A. (Hons.) History,1,0,0,0,1,0,1
433,(W) Lady Shri Ram College For Women,B.A. (Hons.) Philosophy,1,0,0,0,0,0,2
434,(W) Lady Shri Ram College For Women,B.A. (Hons.) Political Science,0,0,1,0,0,0,0
435,(W) Lady Shri Ram College For Women,B.A. (Hons.) Psychology,0,0,0,0,0,0,0
436,(W) Lady Shri Ram College For Women,B.A. (Hons.) Sanskrit,0,5,2,2,3,0,1
437,(W) Lady Shri Ram College For Women,B.A. (Hons.) Sociology,0,0,0,0,0,0,1
438,(W) Lady Shri Ram College For Women,B.A. (Hons.) Journalism,0,0,0,0,0,0,0
439,(W) Lady Shri Ram College For Women,B.Sc (Hons.) Mathematics,0,0,0,0,0,0,2
440,(W) Lady Shri Ram College For Women,B.Sc (Hons.) Statistics,0,0,0,0,0,0,0
441,(W) Lady Shri Ram College For Women,Bachelor Of Elementary Education (B.El.Ed.),1,0,0,0,0,0,1
442,(W) Lady Shri Ram College For Women,B.A Program (Computer Applications + Economics),0,0,0,0,0,0,0
443,(W) Lady Shri Ram College For Women,B.A Program (Computer Applications + Mathematics),0,0,0,1,0,0,0
444,(W) Lady Shri Ram College For Women,B.A Program (Economics + History),1,0,0,0,0,0,0
445,(W) Lady Shri Ram College For Women,B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
446,(W) Lady Shri Ram College For Women,B.A Program (Economics + Political Science),0,1,0,0,0,0,0
447,(W) Lady Shri Ram College For Women,B.A Program (History + Political Science),0,0,0,0,0,0,0
448,(W) Lady Shri Ram College For Women,B.A Program (History + Sociology),0,0,0,0,0,0,0
449,(W) Lady Shri Ram College For Women,B.A Program (Political Science + Psychology),0,0,0,0,0,0,0
450,(W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
451,Lakshmibai College (W),B.A. (Hons.) Economics,0,8,3,4,3,0,3
452,Lakshmibai College (W),B.A. (Hons.) English,3,4,0,1,0,0,3
453,Lakshmibai College (W),B.A. (Hons.) Hindi,2,16,9,4,6,0,3
454,Lakshmibai College (W),B.A. (Hons.) History,1,3,0,4,4,0,3
455,Lakshmibai College (W),B.Sc (Hons.) Mathematics,7,3,6,3,2,0,3
456,Lakshmibai College (W),B.A. (Hons.) Philosophy,5,6,0,4,5,0,3
457,Lakshmibai College (W),B.A. (Hons.) Political Science,2,0,0,3,4,0,6
458,Lakshmibai College (W),B.A. (Hons.) Sanskrit,11,16,9,4,6,0,3
459,Lakshmibai College (W),B.Com,2,3,0,16,1,0,12
460,Lakshmibai College (W),B.A. (Hons.) Business Economics,0,3,1,3,0,0,2
461,Lakshmibai College (W),B.Com (Hons.),3,2,0,8,2,0,6
462,Lakshmibai College (W),B.A. (Hons.) Sociology,0,5,0,0,5,0,3
463,Lakshmibai College (W),B.A. (Hons.) Psychology,2,0,1,0,0,0,1
464,Lakshmibai College (W),B.Sc (Hons.) Home Science,9,8,4,0,4,0,2
465,Maharaja Agrasen College,B.A. (Hons.) English,3,2,1,0,2,0,3
466,Maharaja Agrasen College,B.A. (Hons.) Hindi,5,15,7,3,6,0,3
467,Maharaja Agrasen College,B.A. (Hons.) Journalism,2,1,0,2,0,0,0
468,Maharaja Agrasen College,B.A. (Hons.) Political Science,2,1,0,0,1,0,2
469,Maharaja Agrasen College,B.Com (Hons.),5,2,0,6,0,0,10
470,Maharaja Agrasen College,B.Sc (Prog.) Mathematical Sciences,0,5,3,5,5,0,3
471,Maharaja Agrasen College,B.Sc (Hons.) Electronics,10,6,1,4,4,0,3
472,Maharaja Agrasen College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,6,5,2,4,2,0,2
473,Maharaja Agrasen College,B.Sc (Prog.) Physical Science With Chemistry,1,2,1,1,1,0,1
474,Maharaja Agrasen College,B.A. (Hons.) Business Economics,4,4,0,4,1,0,3
475,Maitreyi College (W),B.A. (Hons.) Economics,1,0,0,4,0,0,3
476,Maitreyi College (W),B.A. (Hons.) English,1,1,0,0,0,0,2
477,Maitreyi College (W),B.A. (Hons.) Hindi,0,14,8,4,6,0,3
478,Maitreyi College (W),B.A. (Hons.) History,2,0,0,0,1,0,1
479,Maitreyi College (W),B.A. (Hons.) Political Science,1,0,0,0,0,0,5
480,Maitreyi College (W),B.A. (Hons.) Sanskrit,11,11,5,3,3,0,2
481,Maitreyi College (W),B.A. (Hons.) Sociology,1,0,0,1,0,0,3
482,Maitreyi College (W),B.Com,0,0,0,0,0,0,5
483,Maitreyi College (W),B.Com (Hons.),0,0,0,0,0,0,4
484,Maitreyi College (W),B.Sc (Prog.) Life Science,1,1,1,0,0,0,6
485,Maitreyi College (W),B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,0,0,1,3,0,0,2
486,Maitreyi College (W),B.Sc (Prog.) Physical Science With Chemistry,0,0,3,3,1,0,2
487,Maitreyi College (W),B.Sc (Hons.) Botany,0,0,1,0,0,0,2
488,Maitreyi College (W),B.Sc (Hons.) Chemistry,0,0,0,3,0,0,2
489,Maitreyi College (W),B.Sc (Hons.) Mathematics,0,0,2,4,0,0,2
490,Maitreyi College (W),B.Sc (Hons.) Physics,0,0,0,3,0,0,2
491,Maitreyi College (W),B.Sc (Hons.) Zoology,0,2,0,0,1,0,2
492,Mata Sundri College For Women (W),B.A. (Hons.) English,0,0,0,0,0,4,3
493,Mata Sundri College For Women (W),B.A. (Hons.) Hindi,32,0,0,0,0,58,6
494,Mata Sundri College For Women (W),B.A. (Hons.) History,0,0,0,0,0,30,3
495,Mata Sundri College For Women (W),B.A. (Hons.) Philosophy,5,0,0,0,0,21,3
496,Mata Sundri College For Women (W),B.A. (Hons.) Political Science,0,0,0,0,0,44,6
497,Mata Sundri College For Women (W),B.A. (Hons.) Psychology,0,0,0,0,0,2,5
498,Mata Sundri College For Women (W),B.A. (Hons.) Punjabi,9,0,0,0,0,13,2
499,Mata Sundri College For Women (W),B.A. (Hons.) Sanskrit,7,0,0,0,0,12,2
500,Mata Sundri College For Women (W),B.Com,0,0,0,0,0,0,6
501,Mata Sundri College For Women (W),B.Com (Hons.),0,0,0,0,0,9,9
502,Mata Sundri College For Women (W),B.Sc (Hons.) Mathematics,3,0,0,0,0,30,3
503,Mata Sundri College For Women (W),B.Sc (Hons.) Computer Science,0,0,0,0,0,18,3
504,Mata Sundri College For Women (W),B.Sc (Hons.) Statistics,0,0,0,0,0,15,3
505,Mata Sundri College For Women (W),Bachelor Of Elementary Education (B.El.Ed.),0,0,0,0,0,13,2
506,Miranda House (W),B.A. (Hons.) English,0,0,0,0,0,0,0
507,Miranda House (W),B.A. (Hons.) Hindi,0,0,0,2,0,0,0
508,Miranda House (W),B.A. (Hons.) Economics,1,0,0,0,0,0,4
509,Miranda House (W),B.A. (Hons.) History,1,0,0,0,0,0,0
510,Miranda House (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
511,Miranda House (W),B.A. (Hons.) Sanskrit,0,4,1,3,2,0,2
512,Miranda House (W),B.A. (Hons.) Geography,0,0,0,0,0,0,0
513,Miranda House (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,0
514,Miranda House (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,0
515,Miranda House (W),B.A. (Hons.) Bengali,2,1,0,1,1,0,0
516,Miranda House (W),B.Sc (Prog.) Life Science,2,1,0,1,1,0,0
517,Miranda House (W),B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,0,0,0,0,0,0,1
518,Miranda House (W),B.Sc (Hons.) Physics,1,1,0,0,1,0,3
519,Miranda House (W),B.Sc (Hons.) Chemistry,1,0,1,0,0,0,4
520,Miranda House (W),B.Sc (Hons.) Botany,0,1,0,0,1,0,0
521,Miranda House (W),B.Sc (Hons.) Zoology,2,2,0,1,0,0,0
522,Miranda House (W),B.Sc (Hons.) Mathematics,0,1,0,0,1,0,2
523,Miranda House (W),Bachelor Of Elementary Education (B.El.Ed.),4,0,0,0,0,0,0
524,Miranda House (W),B.A Program (Bengali + Political Science),0,0,0,0,0,0,0
525,Miranda House (W),B.A Program (English + Economics),0,0,0,0,0,0,0
526,Miranda House (W),B.A Program (English + History),0,1,0,0,0,0,0
527,Miranda House (W),B.A Program (English + Political Science),0,0,0,0,0,0,0
528,Miranda House (W),B.A Program (Hindi + History),0,0,0,0,0,0,0
529,Miranda House (W),B.A Program (Hindi + Political Science),0,0,0,0,0,0,0
530,Miranda House (W),B.A Program (Sanskrit + Geography),0,0,0,0,0,0,0
531,Miranda House (W),B.A Program (Sanskrit + History),0,0,0,0,0,0,0
532,Miranda House (W),B.A Program (Sanskrit + Political Science),0,1,0,1,0,0,1
533,Miranda House (W),B.A Program (Economics + Geography),0,0,0,0,0,0,0
534,Miranda House (W),B.A Program (Economics + History),1,0,0,0,0,0,0
535,Miranda House (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
536,Miranda House (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,0
537,Miranda House (W),B.A Program (Geography + History),0,0,0,0,0,0,1
538,Miranda House (W),B.A Program (Geography + Mathematics),0,0,0,0,0,0,0
539,Miranda House (W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
540,Miranda House (W),B.A Program (History + Philosophy),0,0,0,0,0,0,0
541,Miranda House (W),B.A Program (History + Physical Education),0,0,0,0,0,0,0
542,Miranda House (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
543,Miranda House (W),B.A Program (History + Sociology),0,0,0,0,0,0,0
544,Miranda House (W),B.A Program (Philosophy + Political Science),0,0,0,0,0,0,0
545,Miranda House (W),B.A Program (Physical Education + Political Science),0,0,0,0,0,0,0
546,Miranda House (W),B.A Program (Political Science + Sociology),0,0,0,0,0,0,0
547,Miranda House (W),B.A Program (Tamil + Political Science),0,0,0,0,1,0,0
548,Miranda House (W),B.A Program (Punjabi + History),0,0,1,0,0,0,0
549,Miranda House (W),B.A Program (Bengali + Geography),0,1,0,0,0,0,0
550,Miranda House (W),B.A Program (English + Philosophy),0,0,0,0,0,0,0
551,Miranda House (W),B.A Program (Geography + English),0,0,0,0,0,0,0
552,Miranda House (W),B.A Program (Geography + Sociology),0,0,0,0,0,0,0
553,Motilal Nehru College,B.Com,2,0,0,7,0,0,10
554,Motilal Nehru College,B.Com (Hons.),1,1,0,0,0,0,9
555,Motilal Nehru College,B.Sc (Prog.) Physical Science With Chemistry,14,6,9,6,0,0,4
556,Motilal Nehru College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,2,3,0,2,0,0,2
557,Motilal Nehru College,B.Sc (Hons.) Physics,17,9,2,6,4,0,4
558,Motilal Nehru College,B.Sc (Hons.) Mathematics,8,3,3,3,5,0,4
559,Motilal Nehru College,B.A. (Hons.) English,1,0,0,0,0,0,2
560,Motilal Nehru College,B.A. (Hons.) Hindi,1,7,1,3,3,0,2
561,Motilal Nehru College,B.A. (Hons.) Economics,0,0,0,3,0,0,2
562,Motilal Nehru College,B.A. (Hons.) Political Science,2,0,0,0,0,0,0
563,Motilal Nehru College,B.A. (Hons.) History,1,0,0,0,0,0,0
564,Motilal Nehru College,B.A. (Hons.) Sanskrit,12,16,8,4,4,0,3
565,Motilal Nehru College,B.Sc (Hons.) Chemistry,2,7,1,2,1,0,2
566,Motilal Nehru College (Evening),B.A. (Hons.) English,2,1,0,0,1,0,2
567,Motilal Nehru College (Evening),B.A. (Hons.) Hindi,1,11,5,3,4,0,2
568,Motilal Nehru College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
569,Motilal Nehru College (Evening),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
570,Motilal Nehru College (Evening),B.Com,0,0,0,6,0,0,6
571,Motilal Nehru College (Evening),B.Com (Hons.),0,0,0,5,0,0,4
572,P.G.D.A.V. College,B.A. (Hons.) Economics,0,1,2,4,0,0,2
573,P.G.D.A.V. College,B.A. (Hons.) English,0,0,0,1,0,0,3
574,P.G.D.A.V. College,B.A. (Hons.) Hindi,0,18,9,6,8,0,4
575,P.G.D.A.V. College,B.A. (Hons.) History,1,1,0,1,1,0,2
576,P.G.D.A.V. College,B.A. (Hons.) Political Science,2,0,0,0,5,0,3
577,P.G.D.A.V. College,B.A. (Hons.) Sanskrit,12,9,7,4,5,0,2
578,P.G.D.A.V. College,B.Com,9,0,0,18,0,0,17
579,P.G.D.A.V. College,B.Com (Hons.),3,1,0,8,1,0,12
580,P.G.D.A.V. College,B.Sc (Hons.) Computer Science,1,2,0,2,0,0,3
581,P.G.D.A.V. College,B.Sc (Hons.) Mathematics,4,5,3,4,1,0,2
582,P.G.D.A.V. College,B.Sc (Hons.) Statistics,1,0,0,2,0,0,2
583,P.G.D.A.V. College,B.Sc (Prog.) Mathematical Sciences,6,2,1,3,0,0,3
584,P.G.D.A.V. College (Evening),B.Com,4,0,0,16,0,0,11
585,P.G.D.A.V. College (Evening),B.Com (Hons.),2,0,0,7,0,0,4
586,P.G.D.A.V. College (Evening),B.A. (Hons.) Hindi,0,10,6,3,4,0,2
587,P.G.D.A.V. College (Evening),B.A. (Hons.) Political Science,0,2,0,0,3,0,3
588,P.G.D.A.V. College (Evening),B.Sc (Hons.) Mathematics,7,2,3,3,3,0,2
589,P.G.D.A.V. College (Evening),B.A. (Hons.) Sanskrit,21,13,9,4,6,0,3
590,Rajdhani College,B.A. (Hons.) English,2,0,0,0,1,0,3
591,Rajdhani College,B.A. (Hons.) Hindi,0,12,6,4,6,0,3
592,Rajdhani College,B.A. (Hons.) Sanskrit,14,13,7,4,6,0,3
593,Rajdhani College,B.A. (Hons.) History,2,1,0,1,3,0,3
594,Rajdhani College,B.A. (Hons.) Economics,1,1,0,4,0,0,3
595,Rajdhani College,B.A. (Hons.) Political Science,2,0,0,0,2,0,0
596,Rajdhani College,B.Com (Hons.),1,0,0,7,1,0,7
597,Rajdhani College,B.Sc (Hons.) Chemistry,4,5,3,5,1,0,4
598,Rajdhani College,B.Sc (Hons.) Electronics,3,5,0,3,0,0,2
599,Rajdhani College,B.Sc (Hons.) Physics,11,5,8,5,7,0,4
600,Rajdhani College,B.Sc (Hons.) Mathematics,10,10,2,6,0,0,4
601,Rajdhani College,B.Sc (Prog.) Physical Science With Chemistry,7,6,1,4,6,0,2
602,Rajdhani College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,3,6,3,4,1,0,3
603,Rajdhani College,B.Sc (Prog.) Physical Science With Electronics,5,4,5,3,2,0,2
604,Rajdhani College,B.Sc (Prog.) Applied Physical Sciences With Industrial Chemistry,10,9,2,3,2,0,2
605,Ram Lal Anand College,B.A. (Hons.) English,2,0,0,0,1,0,4
606,Ram Lal Anand College,B.A. (Hons.) Hindi,1,21,12,6,8,0,4
607,Ram Lal Anand College,B.A. (Hons.) Hindi Patrakarita,0,2,0,2,0,0,1
608,Ram Lal Anand College,B.A. (Hons.) History,2,1,0,0,0,0,3
609,Ram Lal Anand College,B.A. (Hons.) Political Science,1,3,0,0,0,0,4
610,Ram Lal Anand College,B.Com,3,0,0,1,0,0,5
611,Ram Lal Anand College,B.Com (Hons.),0,1,0,0,0,0,3
612,Ram Lal Anand College,B.Sc (Hons.) Computer Science,1,0,0,0,0,0,2
613,Ram Lal Anand College,B.Sc (Hons.) Geology,1,0,1,1,0,0,2
614,Ram Lal Anand College,B.Sc (Hons.) Microbiology,1,0,0,0,1,0,0
615,Ram Lal Anand College,B.Sc (Hons.) Statistics,1,0,0,1,0,0,2
616,Ram Lal Anand College,B.Sc (Hons.) Mathematics,5,3,2,4,3,0,3
617,Ram Lal Anand College,Bachelor Of Management Studies (Bms),4,0,0,3,0,0,3
618,Ramanujan College,B.Com (Hons.),0,0,0,0,0,0,9
619,Ramanujan College,B.Com,0,0,0,1,0,0,5
620,Ramanujan College,B.A. (Hons.) English,3,1,0,0,2,0,3
621,Ramanujan College,B.A. (Hons.) Hindi,1,15,8,5,7,0,3
622,Ramanujan College,B.A. (Hons.) Political Science,3,1,0,0,0,0,2
623,Ramanujan College,B.Sc (Hons.) Statistics,1,0,0,2,1,0,3
624,Ramanujan College,B.Sc (Hons.) Mathematics,3,3,2,4,1,0,3
625,Ramanujan College,B.Sc (Hons.) Computer Science,2,0,0,0,0,0,3
626,Ramanujan College,B.A. (Hons.) Applied Psychology,1,0,0,1,0,0,0
627,Ramanujan College,B.A. (Hons.) Philosophy,2,5,2,2,1,0,3
628,Ramanujan College,B.A. (Hons.) Economics,3,1,0,3,0,0,3
629,Ramanujan College,Bachelor Of Management Studies (Bms),5,0,1,3,0,0,3
630,Ramanujan College,"B.Voc. Banking, Financial Services And Insurance",0,2,0,0,1,0,2
631,Ramanujan College,B.Voc Software Development,2,0,0,1,0,0,3
